ResponseID,ResponseSet,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Condition,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,State Born?,Grow Up?,years in home state,Q15,Q111,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208,Q209,Critical Question_2,RandStateIns,Random State_2(102),Random State_2(103),Random State_2(104),Random State_2(105),Random State_2(106),Random State_2(107),Random State_2(108),Random State_2(109),Random State_2(110),Random State_2(111),Random State_2(112),Random State_2(113),Random State_2(114),Random State_2(115),Random State_2(116),Random State_2(117),Random State_2(118),Random State_2(119),Random State_2(120),Random State_2(121),Random State_2(122),Random State_2(123),Random State_2(124),Random State_2(125),Random State_2(126),Random State_2(127),Random State_2(128),Random State_2(129),Random State_2(130),Random State_2(131),Random State_2(132),Random State_2(133),Random State_2(134),Random State_2(135),Random State_2(136),Random State_2(137),Random State_2(138),Random State_2(139),Random State_2(140),Random State_2(141),Random State_2(142),Random State_2(143),Random State_2(144),Random State_2(145),Random State_2(146),Random State_2(147),Random State_2(148),Random State_2(149),Random State_2(150),Random State_2(151),Q214,Q215,Q216,Q141_1,Q141_2,Q141_3,Q217,Q218,100% Question_1,100% Question_2,100% Question_3,100% Question_4,100% Question_5,Q157,Q83,Q124_1,Q124_2,Q124_3,Q124_4,Q124_5,Q124_6,Q124_7,Q124_8,Q124_9,Q124_10,Q124_11,Q124_12,Q124_13,Q124_14,Q124_15,Q124_16,Q124_17,Q124_18,Q124_19,Q124_20,Q124_21,Q124_22,Q124_23,Q124_24,Q124_25,Q124_26,Q124_27,Q124_28,Q124_29,Q124_30,Q124_31,Q124_32,Q124_33,Q124_34,Q124_35,Q124_36,Q124_37,Q124_38,Q124_39,Q124_40,Q124_41,Q124_42,Q124_43,Q124_44,Q124_45,Q124_46,Q124_47,Q124_48,Q124_49,Q124_50,Q124_51,Q124_52,Q84,Q85,Q92,Q87,Q127,Last Page
R_2wzfgnHLyUFvHfU,Default Response Set,1/5/17 10:02,1/5/17 10:13,,,,,1,0,10,1,0,NP,1,Yes,1,1,34,Female,us,Bachelor's Degree,Yes,Georgia,Georgia,16 to 20,Massachusetts,1,assassination of kennedy,vietnam war,WWI,WWII,civil war,assassination of Osama bin Laden,911,boston marathon bombing,american revolution,american revolution,1,France,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Gibbons v. Odgen,1861-1865,1917,19th,1929,Italy,Communism,1969,Saudi Arabia,60,1,,,,,,,23,12,,,,,,,23,,,,25,,,,,,25,,,,,,35,,,,,,,,,,,30,,14,7,,70,,,,Georgia,Alabama,Louisiana,76,58,25,Colorado,Virginia,30,0,15,10,45,California,1,,,,,,,,,,,Georgia,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2aY943JxrmVSMO3,Default Response Set,1/5/17 10:04,1/5/17 10:13,,,,,1,0,8,1,0,NP,1,Yes,1,1,28,Male,American,Bachelor's Degree,Yes,Georgia,Georgia,More than 20,Georgia,1,Tea Party,Declaration of Independence,11-Sep,WW1,WW2,American Revolution,First Black American President,JFK Assasination,The New Deal,Going to the moon,1,France,Stamp Act,The Bill of Rights,Alexander Hamilton,William Taft,France,Marbury v. Madison,1766-1781,1914,21st,1929,Italy,Communism,1969,Iran,10,1,,,,,,,,1,3,,1,,,,,,7,,,,,,,,,,,,,2,,5,,2,,,,,,4,,,5,,,,,1,,,California,Georgia,Texas,30,10,5,Alaska,Washington,10,30,0,5,55,California,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,Thanks!,1,1
R_1DND9k8YZnv7KEO,Default Response Set,1/5/17 10:04,1/5/17 10:15,,,,,1,0,12,1,0,NP,1,Yes,1,1,47,Male,USA,Bachelor's Degree,Yes,North Carolina,Georgia,More than 20,Georgia,1,colonization,declaration of independance,american revolution,passing constitution,civil war,lousianna purchase,world war 2,great depression,civil rights movement,9/11 attacks,1,France,Townshend Tariffs,The Bill of Rights,John Adams,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,21st,1929,Russia,Communism,1969,Iran,4,1,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,,,,2,,,,,,,1,,4,,,,2,,,,,1,,2,,Pennsylvania,Massachusetts,New York,4,4,3,Hawaii,New York,3,4,4,3,86,Texas,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_ABBDWpcutJyNaZH,Default Response Set,1/5/17 10:03,1/5/17 10:15,,,,,1,0,6,1,0,P,1,Yes,1,1,33,Male,USA,"Advanced Degree (PhD, JD, MD, etc.)",Yes,Georgia,Georgia,More than 20,Georgia,1,WW1,WW2,Desert Storm,Cold War,Operation Iraqi Freedom,11-Sep,Vietnam War,Oklahoma City Bombing,JFK Assasination,MLK Assassination,1,Germany,Howe Tariffs,The Bill of Rights,John Tyler,Herbert Hoover,England,Dred Scott v. Sanford,1861-1865,1917,19th,1931,Japan,Facism,1983,Iraq,75,1,,,,76,,,,67,88,,58,,99,,81,,,,,,,,,,,,79,31,,,,,53,,,,,,,,,,,,91,,,,,,Texas,California,Utah,93,67,79,Arizona,Virginia,25,25,25,10,15,Idaho,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,Yes,USA events,Neutral,,1,1
R_2rcfOTddvXDAShH,Default Response Set,1/5/17 10:09,1/5/17 10:15,,,,,1,0,13,1,0,P,1,Yes,1,1,34,Male,us,Master's Degree,Yes,Georgia,Georgia,More than 20,Georgia,1,Creation of US Constitution,Landing of the Mayflower,US Revolutionary War,US Civil War,World War II,Industrial Revolution,Brown vs. Board of Education,Monroe Doctrine,New Deal,NAFTA,1,France,Tea Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,18th,1929,Russia,Communism,1969,Iran,36,1,,,1,,16,,51,,,,,,,,,9,,,7,,,,,,,,,3,,,,52,,,,,,,,,,12,25,3,,,,,,,Virginia,Pennsylvania,New York,41,31,32,Oregon,New York,10,30,25,20,15,Ohio,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_1rlAULK9sGbue32,Default Response Set,1/5/17 10:07,1/5/17 10:16,,,,,1,0,9,1,0,P,1,Yes,1,1,30,Male,USA,Bachelor's Degree,Yes,Georgia,Georgia,16 to 20,Kansas,1,Founding of United States,Revolutionary War,Spanish American War,Louisiana Purchase,Slavery Abolished,World War 1,Desegregation,Womens Rights Movement,World War 2,First Black President,1,France,Tea Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1914,18th,1929,Russia,Communism,1969,Kuwait,19,1,,,,,,,,,,,,,,,,,11,31,,27,37,,,,,,,,,,,,,,32,,,38,,16,,,,14,,25,,12,,,Massachusetts,Pennsylvania,New York,45,36,32,South Dakota,California,2,40,30,20,8,Virginia,1,,,,,,,,,,,,,,,,,Kansas,,,,,,,,,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,None thanks,1,1
R_cU7vtudJrjzkgQ9,Default Response Set,1/5/17 10:12,1/5/17 10:16,,,,,1,0,6,1,0,NP,1,Yes,1,1,24,Male,usa,Bachelor's Degree,Yes,Alaska,California,6 to 10,Arizona,1,na,na,na,na,nan,na,na,na,na,na,1,France,Howe Tariffs,The Federalist Papers,Alexander Hamilton,William Taft,France,Marbury v. Madison,1929-1936,1919,20th,1929,Japan,Socialism,1969,Iraq,44,1,,79,,,,,,,,79,,,66,,,,32,,,,,,,,,,,,,,92,,,,,,,,81,,44,,,55,,,,,,81,Arkansas,Arkansas,Arizona,64,65,78,California,Arkansas,50,50,0,0,0,California,1,,,,Arizona,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,South Dakota,,,,,,,,,Wisconsin,Wyoming,No,,Somewhat Easy,,1,1
R_1ladaxbRJRJNqCX,Default Response Set,1/5/17 10:07,1/5/17 10:16,,,,,1,0,11,1,0,P,1,Yes,1,1,35,Male,USA,High school diploma,Yes,Georgia,Georgia,More than 20,Ohio,1,The singing of the constitution,the bill of rights,the revolutionary war,George Washington,The war of 1812,the civil war,Abraham Lincoln,pearl harbor,WW2,911,1,France,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,21st,1929,Russia,Communism,1969,Iran,24,1,,0,,,,,2,,,,,,9,4,,,,,,,,,,,,,3,,,,,,,16,13,5,,,,,,,,,,,,12,3,,Maine,New York,Pennsylvania,76,60,31,Alaska,Ohio,15,25,15,15,30,New York,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,Ohio,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2bIsuvmSQjchdyN,Default Response Set,1/5/17 10:10,1/5/17 10:16,,,,,1,0,8,1,0,P,1,Yes,1,1,30,Female,usa,Bachelor's Degree,Yes,Georgia,Georgia,11 to 15,Arizona,1,independence,abolition,11-Sep,treaty with japan,ww2,ww1,persian gulf war,war in afghanistan,war in iraq,pearl harbor,1,Britain,Stamp Act,The Unalienable Rights,William Henry Harrison,Theodore Roosevelt,France,Dred Scott v. Sanford,1766-1781,1914,21st,1929,Russia,Communism,1969,Iran,11,1,,,,0,,,,,,,0,,,,1,0,,,3,,,,,,,,,,2,,,,0,,,0,,,,,,,,0,,,,,,2,New York,Massachusetts,Connecticut,31,27,25,West Virginia,California,10,20,20,20,30,California,1,,,,Arizona,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_2ZQuVQr1zNpkILk,Default Response Set,1/5/17 10:04,1/5/17 10:17,,,,,1,0,11,1,0,P,1,Yes,1,1,22,Male,United States,High school diploma,Yes,Georgia,Georgia,More than 20,Georgia,1,The Great Migration,KKK Marching In Washington,Hugo Black Is Appointed Into The Supreme Court,Truman Takes Over From Wallace,The Signing Of The North Atlantic Treaty,Barbara Johns Walked Out,The Murder of Emmett Till,Approving of Birth Control,Ronald Reagan's Speech To Conversations,Barack Obama Becoming The First African American President,1,Britain,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Germany,Communism,1969,Iran,50,1,,,,,,,,31,,,66,,37,17,24,,,,,,65,,,,,24,,,,,49,,,,,,,,,,40,,,,,,92,,,,Washington,Georgia,North Dakota,72,60,46,Delaware,Washington,23,44,20,11,2,Texas,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_YbnuBZW93devhHr,Default Response Set,1/5/17 10:05,1/5/17 10:17,,,,,1,0,11,1,0,NP,1,Yes,1,1,40,Male,USA,Master's Degree,Yes,Georgia,Georgia,11 to 15,New Jersey,1,Continental Congress,Signing of Declaration of Independence,Winning Revolutionary War,Building the first White House,Writing a Constitution,Ending Slavery,Giving Women the right to vote,Giving Black people the right to vote,Making child labor laws,Allowing imigrants.,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Gibbons v. Odgen,1861-1865,1914,19th,1929,Italy,Communism,1969,Iran,2,1,,,,,,,,,,,,,,,,1,,5,3,,,,,1,,,,0,,,,,1,,,1,,6,,,,1,,0,,,,,,,New York,Maryland,Connecticut,10,10,10,Alaska,California,2,10,10,10,68,Pennsylvania,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,New Jersey,,New York,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,Thank you.,1,1
R_2qy2BTq9I7cXvuN,Default Response Set,1/5/17 10:03,1/5/17 10:18,,,,,1,0,8,1,0,NP,1,Yes,1,1,39,Male,usa,High school diploma,Yes,Georgia,Georgia,More than 20,Tennessee,1,abolishing slavery,signing of bill of rights,declaration of independence,911 terror attacks,pearl harbor,american revolution,adoption of nafta,jfk speech about what you can do for your country,desegragation,freeing jews from nazi death camps,1,France,Stamp Act,The Bill of Rights,William Henry Harrison,Herbert Hoover,Spain,Marbury v. Madison,1861-1865,1917,18th,1929,Russia,Communism,1969,Saudi Arabia,10,1,,,5,,,,2,,,,1,4,,,2,,,,,,,2,,,,,,,,,,6,,4,,1,,,,,,,,,2,,,,,,Virginia,Georgia,Ohio,75,20,17,Hawaii,California,20,70,0,10,0,California,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2EHxYoUAW7K8TT2,Default Response Set,1/5/17 10:10,1/5/17 10:18,,,,,1,0,11,1,0,NP,1,Yes,1,1,33,Male,American,Bachelor's Degree,Yes,Massachusetts,Georgia,6 to 10,Massachusetts,1,Civil War,Declaration of Independence,Boston Massacre,Louisiana Purchase,Vietnam War,American Revolution,Assassination of Lincoln,Tea Party,Assassination of JFK,11-Sep,1,Spain,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Italy,Communism,1969,Iran,61,1,,,,,,,,,,,16,11,,17,10,29,,,,,,,9,40,,,,,,,,,,,,15,,,,,,,,14,11,,,,,,Massachusetts,Maryland,Virginia,63,56,31,California,California,10,45,20,10,15,Massachusetts,1,,,,,,,,,,,Georgia,,,,,,,,,,,Massachusetts,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Very Easy,"interesting study, thanks!",1,1
R_2y8gHWjwcVlhYkW,Default Response Set,1/5/17 10:09,1/5/17 10:18,,,,,1,0,6,1,0,P,1,Yes,1,1,36,Female,USA,Associate's Degree,No,Georgia,Georgia,More than 20,Georgia,1,Declaration of Independence signed,Emancipation of Independence,Civil War,WWI,WW2,11-Sep,Founding of the Americas,Gold rush,Louisiana Purchase,Missouri Compromise,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Herbert Hoover,France,Marbury v. Madison,1861-1865,1914,18th,1929,Italy,Facism,1967,Iraq,71,1,,,,,,52,,,,,,,64,,,,,,,,,,,,,,,33,,,,91,,44,,,,95,,84,,65,,,,100,,,49,,Virginia,Massachusetts,Louisiana,96,83,76,Alaska,Ohio,20,50,10,10,10,Maine,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_1IK4qwO2vJ94L03,Default Response Set,1/5/17 10:06,1/5/17 10:19,,,,,1,0,9,1,0,NP,1,Yes,1,1,34,Female,American,Associate's Degree,No,Georgia,Georgia,More than 20,Georgia,1,Revolutionary War,Genocide of Native Americans,Civil War,WWI,WWII,Louisiana Purchase,Discovery of America,Lewis and Clark's Expedition,Constitution,Bill of Rights,1,Spain,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1766-1781,1914,19th,1929,Italy,Communism,1969,Iraq,30,1,,14,,,1,,,,,,,1,,,1,,,,5,,,,,,,1,,1,,,,,,,,,,,1,,,8,,,2,,,,,,Pennsylvania,Virginia,New York,30,29,26,Alabama,California,5,20,20,20,35,Texas,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_pcHfqcQPYRfrqJb,Default Response Set,1/5/17 10:12,1/5/17 10:19,,,,,1,0,9,1,0,P,1,Yes,1,1,21,Male,United States,High school diploma,Yes,Georgia,Georgia,More than 20,Texas,1,Settlers first come to America,Colonies are formed,War is started with England over Representation in parlimant,Indpendence is gained,Civil way starts and finishes over slavery and states right,First president is elected,Woman get right to vote,World way 2 ends with us on the winning side,We put a man on the moon,First Black president,1,France,Stamp Act,The Bill of Rights,John Tyler,Herbert Hoover,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Communism,1967,Kuwait,25,1,,,,,,,,,,,,,10,,,,,,,,45,0,1,15,,,,,,,,,5,,,,,,,,,0,,,,14,10,,,2,Virginia,Maryland,Connecticut,45,35,30,Hawaii,Florida,5,45,30,10,10,Texas,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,No,,Easy,,1,1
R_3NVuSc1oYF9b9h6,Default Response Set,1/5/17 10:06,1/5/17 10:19,,,,,1,0,8,1,0,NP,1,Yes,1,1,31,Female,USA,Bachelor's Degree,Yes,Georgia,Georgia,More than 20,Georgia,1,Discovery,Trail of Tears,Revolutionary War,Constitution,Bill of Rights,Civil War,World War I,World War II,Civil Rights Movement,Barack Obama,1,Spain,Stamp Act,The Bill of Rights,Alexander Hamilton,William Taft,Spain,Dred Scott v. Sanford,1766-1781,1914,19th,1929,Italy,Communism,1969,Iran,23,1,9,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,11,,5,,1,,,,3,,1,New York,Georgia,Pennsylvania,18,18,17,Mississippi,New York,10,20,20,20,30,Texas,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_6XnuLhSXVz2E9c5,Default Response Set,1/5/17 10:08,1/5/17 10:23,,,,,1,0,10,1,0,P,1,Yes,1,1,27,Male,american,High school diploma,Yes,Georgia,Georgia,1 to 5,Illinois,1,cival war,american revolution,end of slavery,womens right to vote,african american equality,world war 1,world war 2,vietnam,iraq war,two towers,1,France,Stamp Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,Spain,Plessy v. Ferguson,1861-1865,1917,21st,1929,Russia,Facism,1969,Iran,61,1,,,,25,,,,17,,,,,,,,,,14,,,16,,,16,,20,,,,,,,,,6,16,,14,,,,,,,18,,,,,,Virginia,New Hampshire,Washington,60,20,20,Florida,New York,10,20,20,50,0,California,1,,,,,,,Colorado,,,,Georgia,,,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,Thank you!,1,1
R_1dhLURtH5o8Kgpx,Default Response Set,1/5/17 10:10,1/5/17 10:24,,,,,1,0,12,1,0,P,1,Yes,1,1,35,Female,American,Associate's Degree,Yes,California,California,More than 20,California,1,The settlers coming over,The settlers figuring out how to survive the winter,The declaration of independence,Beating the brits,The civil war,The gold rush,The great depression,Prohibition,Kennedy getting elected,The moon landing,1,France,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,12,1,2,,,,,,,5,,,,,,,,,1,,10,,,,,2,,,,,,,,,2,,1,,,10,,,,2,,,,,,,0,,New York,California,Pennsylvania,20,12,9,Idaho,Florida,12,15,0,9,64,Texas,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,Very annoying to have to keep answering the same question over and over again.,1,1
R_27q9BKqdcjHdgRs,Default Response Set,1/5/17 10:16,1/5/17 10:25,,,,,1,0,9,1,0,P,1,Yes,1,1,36,Female,USA,Bachelor's Degree,Yes,Georgia,Georgia,16 to 20,Florida,1,Finding the new world,American revolution,Slavery,The tea party,George washington,Electricity Thomas Edison,The constitution,The 1st black president,Women votig,Women rights,1,France,Howe Tariffs,The Bill of Rights,John Tyler,William Taft,England,Dred Scott v. Sanford,1766-1781,1917,19th,1932,Russia,Communism,1969,Saudi Arabia,60,1,4,,,,,,,18,,,,,4,,,,4,,,,9,2,,,5,,,1,,,,,3,,,,,,,,,,,,,16,,,,,Massachusetts,Delaware,Georgia,44,33,22,Arizona,Florida,10,25,15,10,40,Georgia,1,,,,,,,,,,Florida,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,I was never very good at history,1,1
R_2YsmHDpV6KwS3Cc,Default Response Set,1/5/17 10:13,1/5/17 10:27,,,,,1,0,9,1,0,P,1,Yes,1,1,27,Male,US,Associate's Degree,Yes,Georgia,Georgia,More than 20,Georgia,1,World World 1,World War 2,Revolutionary War,Boston Tea Party,The Civil War,The War of 1812,The Trail of Tears,Vietnam War,Korean War,Declaration of Independence,1,France,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1913,18th,1929,Japan,Communism,1969,Iran,20,1,10,,,,,40,70,60,,,,,,,60,60,,,,,,,,,,,,55,60,,,,,,,,30,,,,,65,,,,,,,,,Washington,Massachusetts,Delaware,90,80,70,Arizona,California,5,40,15,20,20,California,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,It was fun and challenging.,1,1
R_2UVsklPEusQELhi,Default Response Set,1/5/17 10:10,1/5/17 10:28,,,,,1,0,15,1,0,P,1,Yes,1,1,37,Male,USA,Bachelor's Degree,Yes,Illinois,Illinois,More than 20,Illinois,1,Declaration of Independence,Battle of Yorktown,Civil War,Civil Rights Movement,Dropping the A-bomb,September 11th,Pearl Harbor,13th Ammendment,The Great Depression,National Parks,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,,,,,,5,,5,,,,5,,,5,5,,,,,,,,,,,,,,5,5,,,,5,,5,,,,,,,,,,,5,Massachusetts,Pennsylvania,Virginia,10,9,8,Alaska,California,5,9,8,7,71,Alaska,1,,,,,,,,,,,,,,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Easy,,1,1
R_1P79OfefLy6ICwV,Default Response Set,1/5/17 10:09,1/5/17 10:28,,,,,1,0,11,1,0,NP,1,Yes,1,1,26,Male,United states,Bachelor's Degree,Yes,Georgia,Georgia,More than 20,Georgia,1,They support all person,there is no race discrimination,sports event,sports,wwe,club,real show,democratic,repulican,easy to travel,1,France,Stamp Act,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Facism,1969,Iran,57,1,49,,71,,,54,,68,,,,,,,,,,49,,,,,,27,53,,,,76,,,,,,,,,,,,,,,,,,61,,63,,Georgia,Georgia,Georgia,87,84,79,Georgia,Georgia,10,10,10,60,10,Georgia,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Very Difficult,nice,1,1
R_3JKnDNXro3AEFXo,Default Response Set,1/5/17 10:23,1/5/17 10:29,,,,,1,0,9,1,0,NP,1,Yes,1,1,24,Male,American,Bachelor's Degree,Yes,Georgia,Georgia,11 to 15,Texas,1,Civil war,Civil rights movement,Great Depression,Great Recession,Pearl Harbor,11-Sep,World war 1,Vietnam war,Korean War,World war 2,1,France,Howe Tariffs,The Federalist Papers,William Henry Harrison,Herbert Hoover,France,Plessy v. Ferguson,1766-1781,1914,19th,1929,Russia,Communism,1969,Iran,62,1,,62,,,,,,66,71,,,,,,66,61,,67,73,,59,,,,46,,,,,,,,64,,,,,,,,,,,,,,,,,,California,New York,Pennsylvania,15,5,2,Wyoming,California,2,19,11,7,61,Texas,1,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,No,,Somewhat Easy,Thanks,1,1
